Hackerspace,Hackerspace#,Country,State,City,Website,Date-of-founding,Hackerspace-status,data-sort-value,
Fort Collins Creative Co-op,Fort Collins Creative Co-op,United States of America,Colorado,Fort Collins,http://groups.google.com/group/fococc,31 March 2009,planned,2454921.5,
Skillhouse,Skillhouse,United States of America,Florida,Gainesville,http://www.skillhouse.org,31 March 2009,active,2454921.5,
Zeitsparwerk,Zeitsparwerk,Austria,Tyrol,Wörgl,http://www.zeitsparwerk.org/,1 April 2009,active,2454922.5,
I3Detroit,I3Detroit,United States of America,Michigan,Ferndale,http://www.i3detroit.org/,1 April 2009,active,2454922.5,
ProjectSpace,ProjectSpace,New Zealand,Manawatu,Palmerston North,http://www.projectspace.co.nz,1 April 2009,building,2454922.5,
MechArtLab,MechArtLab,Switzerland,Zürich,Zürich,http://www.mechatronicart.ch,1 April 2009,active,2454922.5,
Simple Circuit,Simple Circuit,United States of America,Arkansas,Fayetteville,http://hackerspaces.org/wiki/Simple_Circuit,1 April 2009,building,2454922.5,
Newcastle Public Makerspace,Newcastle Public Makerspace,Australia,New South Wales,Newcastle,http://newcastlemakerspace.org,1 April 2009,active,2454922.5,
Fusion,Fusion,United States of America,Arkansas,Paragould,,1 April 2009,planned,2454922.5,
Helsinki Hacklab,Helsinki Hacklab,Finland,,Helsinki,http://helsinki.hacklab.fi/,3 April 2009,active,2454924.5,
Access Space,Access Space,United Kingdom,South Yorkshire,Sheffield,http://access-space.org,4 April 2009,active,2454925.5,
Republic of Blah,Republic of Blah,Republic of BLAH,Republic of BLAH,N/a,http://republicofblah.org/,4 April 2009,planned,2454925.5,
Vault404,Vault404,United States of America,Indiana,Elizabeth,http://twitter.com/vault404,4 April 2009,building,2454925.5,
HeatSync Labs,HeatSync Labs,United States of America,Arizona,Mesa,http://www.heatsynclabs.org,5 April 2009,active,2454926.5,
Jozi HackerSpace,Jozi HackerSpace,South Africa,Gauteng,Johannesburg,http://www.facebook.com/group.php?gid=68342579822,6 April 2009,planned,2454927.5,
GeeKLab,GeeKLab,Colombia,Cundinamarca,Bogota,http://geeklab.co,7 April 2009,active,2454928.5,
Artengine Mod Lab,Artengine Mod Lab,Canada,Ontario,Ottawa,http://artengine.ca/community/modlab-en.php,7 April 2009,active,2454928.5,
Hive13,Hive13,United States of America,Ohio,Cincinnati,http://www.hive13.org,9 April 2009,active,2454930.5,
Tamil Nadu hackers,Tamil Nadu hackers,India,Tamil Nadu,Madurai,http://tn_hackers.0fees.net/,12 April 2009,planned,2454933.5,
Midnightmoon,Midnightmoon,Myanmar,Yangon,Yangon,http://affiliate.kickapps.com/106756/rainy17,13 April 2009,planned,2454934.5,
Antitronics,Antitronics,United States of America,Alabama,Huntsville,http://www.antitronics.com,13 April 2009,active,2454934.5,
PretoriaHackers,PretoriaHackers,South Africa,Gauteng,Pretoria,,15 April 2009,planned,2454936.5,
The Makers Alliance,The Makers Alliance,United States of America,Ohio,Cleveland,http://www.makersalliance.org/,18 April 2009,active,2454939.5,
StudentRND,StudentRND,United States of America,Washington,Bellevue,,19 April 2009,closed,2454940.5,
SZDIY,SZDIY,China,GuangDong,Shenzhen,http://szdiy.org,19 April 2009,active,2454940.5,
Leeds Hack Space,Leeds Hack Space,United Kingdom,West Yorkshire,Leeds,http://leeds.hackspace.org.uk,21 April 2009,building,2454942.5,
DoESLiverpool,DoESLiverpool,United Kingdom,Merseyside,Liverpool,http://doesliverpool.com/,22 April 2009,active,2454943.5,
Gothenburg Hackerspace,Gothenburg Hackerspace,Sweden,,Gothenburg,https://gbg.hackerspace.se/,23 April 2009,active,2454944.5,
Leeds HackSpace,Leeds HackSpace,United Kingdom,West Yorkshire,Leeds,http://www.leedshackspace.org.uk,23 April 2009,active,2454944.5,
Bytewerk,Bytewerk,Germany,Bavaria,Ingolstadt,http://bytewerk.org/,28 April 2009,active,2454949.5,
SysOp,SysOp,Sweden,,Gothenburg,,30 April 2009,active,2454951.5,
NWAHackerspace,NWAHackerspace,United States of America,Arkansas,Fayetteville,http://nwahackerspace.blogspot.com/,1 May 2009,planned,2454952.5,
Tetalab,Tetalab,France,,Toulouse,http://tetalab.org,1 May 2009,active,2454952.5,
Add a hackerspace,Add a hackerspace,United States of America,New Jersey,Mount Holly,,1 May 2009,planned,2454952.5,
ATX Hackerspace,ATX Hackerspace,United States of America,Texas,Austin,http://atxhs.org/index.php/Main_Page,1 May 2009,active,2454952.5,
BrainSilo,BrainSilo,United States of America,Oregon,"Portland, OR",http://brainsilo.org/,2 May 2009,closed,2454953.5,
BogoHack,BogoHack,Colombia,DC,Bogota,http://www.bogohack.co,5 May 2009,closed,2454956.5,
Buffalo Lab,Buffalo Lab,United States of America,New York,Buffalo Lab,http://www.buffalolab.org/blog,6 May 2009,active,2454957.5,
IndyHack,IndyHack,United States of America,Indiana,Indianapolis,,7 May 2009,closed,2454958.5,
GeekWine,GeekWine,United States of America,California,Los Angeles,https://twitter.com/geekWine,9 May 2009,building,2454960.5,
ENTS,ENTS,Canada,Alberta,Edmonton,http://ents.ca,10 May 2009,active,2454961.5,
Geekstudio,Geekstudio,South Africa,Western Cape,Cape Town,,10 May 2009,planned,2454961.5,
Tokyo Hacker Space,Tokyo Hacker Space,Japan,Tokyo,Tokyo,http://www.tokyohackerspace.org,16 May 2009,active,2454967.5,
Hive 76,Hive 76,United States of America,Pennsylvania,Philadelphia,http://hive76.org,18 May 2009,active,2454969.5,
Al3ph,Al3ph,United States of America,Massachusetts,Boston,http://al3ph.com,19 May 2009,planned,2454970.5,
Southackton,Southackton,United Kingdom,Hampshire,Southampton,http://www.southackton.org.uk/,20 May 2009,unknown,2454971.5,
Micro,Micro,Germany,Bavaria,Munich,http://santa.fnord.cx/,23 May 2009,reformatting,2454974.5,
Phuket Hackerspace,Phuket Hackerspace,Thailand,Phuket Island,Phuket,http://groups.google.com/group/Hackerspace-Phuket-Community,30 May 2009,planned,2454981.5,
Labitat,Labitat,Denmark,,Copenhagen,https://labitat.dk/,30 May 2009,active,2454981.5,
Tossestreger @ Platform4,Tossestreger @ Platform4,Denmark,,Aalborg,http://www.tossestreger.org,1 June 2009,building,2454983.5,
HackerDojo,HackerDojo,United States of America,California,Mountain View,http://www.hackerdojo.com/,1 June 2009,active,2454983.5,
Hammer Time!,Hammer Time!,United States of America,Colorado,Fort Collins,http://www.hammertimeprojects.org,1 June 2009,closed,2454983.5,
Arch Reactor,Arch Reactor,United States of America,Missouri,Saint Louis,http://archreactor.org,1 June 2009,active,2454983.5,
Proto.lab,Proto.lab,Germany,Brandenburg,Kleinmachnow,http://lab.prototypen.com/,1 June 2009,building,2454983.5,
Hak-IT,Hak-IT,United States of America,Florida,Indiantown,http://site=hak-it.squarespace.com,1 June 2009,building,2454983.5,
ThinkHaus,ThinkHaus,Canada,Ontario,Hamilton,http://www.thinkhaus.org,2 June 2009,active,2454984.5,
Yet UnNamed HS,Yet UnNamed HS,United States of America,Connecticut,Waterbury,,5 June 2009,planned,2454987.5,
Jigsaw Renaissance,Jigsaw Renaissance,United States of America,Washington,Seattle,http://www.jigsawrenaissance.org,6 June 2009,closed,2454988.5,
FamiLAB,FamiLAB,United States of America,Florida,Longwood,http://familab.org/,16 June 2009,active,2454998.5,
Abbenay Hackspace,Abbenay Hackspace,Sweden,Stockholm,Stockholm,http://www.abbenay.org,17 June 2009,closed,2454999.5,
LeodisSpace,LeodisSpace,United Kingdom,West Yorkshire,Leeds,,19 June 2009,planned,2455001.5,
Bitsmasher,Bitsmasher,United States of America,California,Santa Cruz,http://bitsmasher.com,21 June 2009,closed,2455003.5,
HackNet-Tromsø,HackNet-Tromsø,Norway,Troms,Tromsø,,23 June 2009,planned,2455005.5,
HACMan,HACMan,United Kingdom,Manchester,Manchester,http://hacman.org.uk,24 June 2009,active,2455006.5,
Hackerspace Johor Bahru,Hackerspace Johor Bahru,Malaysia,Johor,Johor Bahru,http://www.hackerspacejb.org/,27 June 2009,active,2455009.5,
Robots and Dinosaurs,Robots and Dinosaurs,Australia,New South Wales,Sydney,http://robodino.org/,29 June 2009,active,2455011.5,
Monoceros Media,Monoceros Media,United States of America,California,San Jose,,1 July 2009,closed,2455013.5,
PEOPLE WHO DONT EXIST,PEOPLE WHO DONT EXIST,United States of America,Texas,Houston,http://www.thesupergeeks.com,1 July 2009,building,2455013.5,
TheTransistor,TheTransistor,United States of America,Utah,Orem,http://thetransistor.com,1 July 2009,closed,2455013.5,
Uptown Labs,Uptown Labs,United States of America,Missouri,Columbia,http://uptownlabs.net,4 July 2009,planned,2455016.5,
Build Brighton,Build Brighton,United Kingdom,East Sussex,Brighton and Hove,http://www.buildbrighton.com,5 July 2009,active,2455017.5,
KwartzLab,KwartzLab,Canada,Ontario,Kitchener,http://www.kwartzlab.ca,9 July 2009,active,2455021.5,
FUBAR Labs,FUBAR Labs,United States of America,New Jersey,New Brunswick,http://fubarlabs.org,11 July 2009,active,2455023.5,
Baltimore Node,Baltimore Node,United States of America,Maryland,Baltimore,http://www.baltimorenode.org/,16 July 2009,active,2455028.5,
Anon-Me::Access One,Anon-Me::Access One,Germany,Berlin,Berlin,https://anon-me.de/,16 July 2009,,2455028.5,
Southwest HackerSpace,Southwest HackerSpace,Australia,Western Australia,Bunbury,,21 July 2009,planned,2455033.5,
Nooumenon,Nooumenon,Germany,Niedersachsen,Osnabrück,,23 July 2009,closed,2455035.5,
Openlab.Taipei,Openlab.Taipei,Taiwan,,Taipei,http://www.openlabtaipei.org/,23 July 2009,active,2455035.5,
Hekovnik,Hekovnik,Slovenia,Ljubljana,Ljubljana,http://hekovnik.si/,27 July 2009,active,2455039.5,
Delaware Hackerspace,Delaware Hackerspace,,,,http://www.vintagecomputer.net,30 July 2009,active,2455042.5,
Gumbo Labs,Gumbo Labs,United States of America,Louisiana,New Orleans,http://www.gumbolabs.org/,1 August 2009,closed,2455044.5,
Collab,Collab,United States of America,New York,New York City,http://www.collab-orators.com,1 August 2009,active,2455044.5,
Alpha One Labs,Alpha One Labs,United States of America,New York,New York City,http://www.alphaonelabs.com,1 August 2009,building,2455044.5,
Projekt072,Projekt072,Netherlands,North-Holland,Alkmaar,http://projekt072.nl/,1 August 2009,planned,2455044.5,
Digital Non-Sense,Digital Non-Sense,France,,Paris,http://www.digitalnonsense.org/,1 August 2009,closed,2455044.5,
HalifHACKS,HalifHACKS,Canada,Nova Scotia,Halifax,http://hackerspaces.org/wiki/HalifHACKS,8 August 2009,closed,2455051.5,
Jaaga: Bangalore Art & Technology Space,Jaaga: Bangalore Art & Technology Space,India,Karnataka,Bangalore,http://jaaga.in,9 August 2009,active,2455052.5,
Hackerspace nbg,Hackerspace nbg,Germany,Bavaria,Nuremberg,http://www.carookee.com/forum/hs-nbg,14 August 2009,planned,2455057.5,
Warpzone,Warpzone,Germany,North Rhine-Westphalia,Münster,https://www.warpzone.ms/,15 August 2009,active,2455058.5,
MADspace,MADspace,Netherlands,Noord Brabant,Eindhoven,http://www.madspace.nl,16 August 2009,active,2455059.5,
Mode 5w,Mode 5w,Finland,Pirkanmaa,Tampere,http://tampere.hacklab.fi,17 August 2009,active,2455060.5,
Revelation space,Revelation space,Netherlands,Zuid Holland,Den Haag,http://revspace.nl/,17 August 2009,active,2455060.5,
Columbia Gadget Works,Columbia Gadget Works,United States of America,Missouri,Columbia,http://www.columbiagadgetworks.org,18 August 2009,active,2455061.5,
Hackerspace Westerwald,Hackerspace Westerwald,Germany,Rheinland Pfalz,Merkelbach,http://hackerspace.eu,18 August 2009,planned,2455061.5,
ItHACKa,ItHACKa,United States of America,New York,Ithaca,,18 August 2009,closed,2455061.5,
HackerspaceSG,HackerspaceSG,Singapore,,Singapore,http://hackerspace.sg,27 August 2009,active,2455070.5,
XDA,XDA,Portugal,Coimbra,Coimbra,http://xdatelier.org,1 September 2009,active,2455075.5,
HACK:SLC,HACK:SLC,United States of America,Utah,Murray,http://www.hackslc.com,3 September 2009,closed,2455077.5,
Hacklab ZAM,Hacklab ZAM,Mexico,Distrito Federal,Mexico City,http://espora.org/zam,4 September 2009,active,2455078.5,
Flipdot,Flipdot,Germany,Hessen,Kassel,http://flipdot.org/blog,5 September 2009,active,2455079.5,
Kiosk of Piracy,Kiosk of Piracy,Germany,,Weimar,http://www.kioskofpiracy.org/,7 September 2009,active,2455081.5,
KIKA,KIKA,Macedonia,,Skopje,http://blog.spodeli.org/,9 September 2009,active,2455083.5,
Godhack.org,Godhack.org,,,,http://www.godhack.org/,9 September 2009,active,2455083.5,
La Suite Logique,La Suite Logique,France,,Paris,,9 September 2009,closed,2455083.5,
All Hands Active!,All Hands Active!,United States of America,Michigan,Ann Arbor,http://www.allhandsactive.com/,10 September 2009,active,2455084.5,
Escape,Escape,Sweden,Värmland,Arvika,http://arvikahackerspace.blogspot.com/,12 September 2009,active,2455086.5,
Shackspace,Shackspace,Germany,Baden-Württemberg,Stuttgart,http://shackspace.de/,13 September 2009,active,2455087.5,
Milwaukee Makerspace,Milwaukee Makerspace,United States of America,Wisconsin,Milwaukee,http://milwaukeemakerspace.org/,22 September 2009,active,2455096.5,
Cairo HackerSpace,Cairo HackerSpace,Egypt,Cairo,Cairo,http://www.cairohackerspace.org,26 September 2009,active,2455100.5,
MadLab,MadLab,United Kingdom,Manchester,Manchester,http://madlab.org.uk/,1 October 2009,active,2455105.5,
HackLabValls,HackLabValls,Spain,Tarragona,Valls,http://hacklabvalls.org/,1 October 2009,active,2455105.5,
FreeSpace Cologne,FreeSpace Cologne,Germany,Northrhine-Westphalia,Cologne,,1 October 2009,planned,2455105.5,
Gangplank,Gangplank,United States of America,Arizona,Chandler,http://gangplankhq.com,1 October 2009,active,2455105.5,
KLUG.gr (Kozani Linux User's Group,KLUG.gr (Kozani Linux User's Group,Greece,West Macedonia,Kozani,http://klug.gr,1 October 2009,closed,2455105.5,
The Ambiguous Consortium,The Ambiguous Consortium,United States of America,Oklahoma,Tulsa,,1 October 2009,building,2455105.5,
OrangeWorks,OrangeWorks,United States of America,Wisconsin,La Crosse,http://orangeworkslax.org/,1 October 2009,building,2455105.5,
Lug.KL-Lab,Lug.KL-Lab,Germany,Rhineland-Palatinate,Kaiserslautern,http://www.lug-kl.de/,3 October 2009,planned,2455107.5,
MatesLab,MatesLab,Argentina,Buenos Aires,Mar del Plata,http://www.mateslab.com.ar,5 October 2009,active,2455109.5,
Whitespace,Whitespace,Belgium,Oost-Vlaanderen,Ghent,http://0x20.be,6 October 2009,active,2455110.5,
RaumZeitLabor,RaumZeitLabor,Germany,Baden-Württemberg,Mannheim,https://raumzeitlabor.de/,10 October 2009,active,2455114.5,
WIT NetworkingLAB AITP,WIT NetworkingLAB AITP,United States of America,Massachusetts,Boston,http://witaitp.org,10 October 2009,active,2455114.5,
Interlock Rochester,Interlock Rochester,United States of America,New York,Rochester,http://www.interlockroc.org,11 October 2009,active,2455115.5,
Crash Space,Crash Space,United States of America,California,Los Angeles,http://crashspace.org/,12 October 2009,active,2455116.5,
Hs-bcn,Hs-bcn,Catalonia,Barcelona,Barcelona,https://red.artelibredigital.net/pg/groups/9080/hackerspace-barcelona/,13 October 2009,closed,2455117.5,
CCCAC,CCCAC,Germany,Nordrhein-Westfalen,Aachen,http://aachen.ccc.de/,15 October 2009,active,2455119.5,
Metrix Create:Space,Metrix Create:Space,United States of America,Washington,Seattle,http://metrixcreatespace.com/,15 October 2009,active,2455119.5,
Liure,Liure,Colombia,Valle,Buga,http://liure.uk.to,17 October 2009,active,2455121.5,
WhitehatGuru.net,WhitehatGuru.net,India,Delhi,New Delhi,http://www.whitehatguru.net,17 October 2009,active,2455121.5,
Hackroralis,Hackroralis,Norway,Finnmark,Alta,,19 October 2009,closed,2455123.5,
HaSCC,HaSCC,United States of America,Texas,Corpus Christi,http://www.facebook.com/pages/HaSCC/162395588957?ref=sgm,20 October 2009,building,2455124.5,
Hickerspace,Hickerspace,Germany,Niedersachsen,Hildesheim,https://hickerspace.org,20 October 2009,closed,2455124.5,
WeekendTinkers,WeekendTinkers,Brazil,Rio de Janeiro,Rio de Janeiro,http://www.weekendtinkers.net,31 October 2009,active,2455135.5,
Chaostreff Heilbronn,Chaostreff Heilbronn,Germany,,Heilbronn,http://cthn.de,1 November 2009,building,2455136.5,
Cyberia Labs,Cyberia Labs,United States of America,North Carolina,Boone,https://1drv.ms/b/s!AkYuDyS1zeZYgiVFOH4jL6Gd_Fu6,5 November 2009,building,2455140.5,
Laphack,Laphack,Finland,Etela-Karjala,Lappeenranta,,5 November 2009,unknown,2455140.5,
Explöratöry Laböratöry,Explöratöry Laböratöry,United States of America,New Mexico,Albuquerque,http://exploratorylaboratory.blogspot.com/,8 November 2009,planned,2455143.5,
Mayaware,Mayaware,Mexico,Estado de Mexico,Chalco,,8 November 2009,active,2455143.5,
Haxko,Haxko,Germany,Rhineland-Palatinate,Koblenz,,9 November 2009,closed,2455144.5,
Bristol Hackspace,Bristol Hackspace,United Kingdom,,Bristol,http://bristol.hackspace.org.uk/,10 November 2009,active,2455145.5,
LVL1,LVL1,United States of America,Kentucky,Louisville,http://www.lvl1.org/,10 November 2009,active,2455145.5,
IkMaak Maastricht,IkMaak Maastricht,Netherlands,Limburg,Maastricht,http://hackerspacemaastricht.nl,14 November 2009,active,2455149.5,
HackTheory,HackTheory,United States of America,Wyoming,Laramie,http://www.hacktheory.org/,15 November 2009,building,2455150.5,
BIGhack,BIGhack,United States of America,New York,Big Flats,,16 November 2009,planned,2455151.5,
Hack42,Hack42,Netherlands,Gelderland,Arnhem,http://hack42.nl,20 November 2009,active,2455155.5,
Hackerspace-RepDom,Hackerspace-RepDom,Dominican Republic,,Santo Domingo,http://www.hackerspace-repdom.blogspot.com,20 November 2009,planned,2455155.5,
Blind Studios,Blind Studios,,,,,21 November 2009,unknown,2455156.5,
Workshop 88,Workshop 88,United States of America,Illinois,Glen Ellyn,http://workshop88.com,23 November 2009,active,2455158.5,
Rossum Robotics,Rossum Robotics,South Africa,Western Cape,Cape Town,,24 November 2009,planned,2455159.5,
MADfab,MADfab,Spain,Madrid,Madrid,http://madfab.es/,27 November 2009,active,2455162.5,
MakeHackVoid,MakeHackVoid,Australia,Australian Capital Territory,Canberra,https://makehackvoid.com/,27 November 2009,active,2455162.5,
PostTenebrasLab,PostTenebrasLab,Switzerland,Geneva,Geneva,https://www.posttenebraslab.ch,27 November 2009,active,2455162.5,
Umeå Hackerspace,Umeå Hackerspace,Sweden,Västerbotten,Umeå,http://umeahackerspace.se/,29 November 2009,active,2455164.5,
Cville hSpace,Cville hSpace,United States of America,Virginia,Charlottesville,http://lab4fab.com,1 December 2009,planned,2455166.5,
TEK-Space,TEK-Space,Denmark,Fyn,Odense,http://www.tek-space.dk,1 December 2009,active,2455166.5,
The Bocoup Loft,The Bocoup Loft,United States of America,Massachusetts,Boston,http://loft.bocoup.com,1 December 2009,active,2455166.5,
Tux-Lab,Tux-Lab,United States of America,California,Los Angeles County (SGV),,1 December 2009,closed,2455166.5,
FabLab Aachen,FabLab Aachen,Germany,Nordrhein-Westfalen,Aachen,http://fablab.rwth-aachen.de,7 December 2009,active,2455172.5,
Fab Lab Aachen,Fab Lab Aachen,Germany,North Rhine-Westphalia,Aachen,http://fablab.rwth-aachen.de,7 December 2009,active,2455172.5,
